Unnamed: 0,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic,is_attack
1551477,25.5.146.86,51569,41.132.69.24,47838,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
1009504,168.90.3.62,62520,161.83.224.94,47485,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
1975548,10.10.10.252,41204,10.10.10.249,4016,tcp,-,0.0001,0,0,REJ,T,T,0,Sr,1,44,1,40,-,0.000166,1,1,0,0,6026.298851,6026.298851,12052.597701,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.939331,165.939331,165.939331,165.939331,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.939331,165.939331,165.939331,165.939331,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
1843169,10.10.10.252,47947,10.10.10.249,31612,tcp,-,0.000227,0,0,REJ,T,T,0,Sr,1,44,1,40,-,4.8e-05,1,1,0,0,20763.881188,20763.881188,41527.762376,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.160553,48.160553,48.160553,48.160553,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.160553,48.160553,48.160553,48.160553,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
2341919,::1,57810,::1,1883,tcp,-,-,-,-,OTH,T,T,0,^cC,0,0,0,0,-,0.0,554,0,277,0,0.0,0.0,0.0,0.0,17728,32,32,0,0,0,0,0,0,277,0,554,0,0,0,0,0.0,6.0,1662.0,3.0,3.002711,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1662.0,3.0,3.002711,157.117844,124728.918076,4975934.9823,8998.074109,11599.907419,0.0,0.0,0.0,0.0,0.0,157.117844,124728.918076,4975934.9823,8998.074109,11599.907419,0.0,554.0,0.0,1662.0,0.0,1662.0,0.0,277.0,0.0,338.861806,0.0,4975934.9823,4975934.9823,4975934.9823,4975934.9823,0.0,0.0,0.0,0.0,0.0,0.0,512,0,512,0,normal,0
1861607,10.10.10.252,47947,10.10.10.249,49694,tcp,-,0.000026,0,0,REJ,T,T,0,Sr,1,44,1,40,-,6.8e-05,1,1,0,0,14716.85614,14716.85614,29433.712281,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.949295,67.949295,67.949295,67.949295,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.949295,67.949295,67.949295,67.949295,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
3231658,10.10.10.252,60152,10.10.10.249,80,tcp,-,-,-,-,OTH,T,T,0,Dc,1,63,0,0,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,17.0,24.041631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.901001,207.901001,207.901001,207.901001,0.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.901001,207.901001,207.901001,207.901001,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
2797154,10.10.10.247,5683,10.10.10.249,5683,udp,-,0.000011,100,0,S0,T,T,0,Dc,3,184,0,0,-,4.071494,15,15,15,15,3.684151,3.684151,7.368302,1.0,120,8,8,120,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,500.0,33.333333,1.290994,34.0,35.0,515.0,34.333333,0.48795,32.0,35.0,1015.0,33.833333,1.085431,968.933105,1027679.204941,4071494.102478,290821.00732,475458.942823,5805.015564,1016577.959061,4080806.970596,291486.212185,467264.658076,968.933105,1009639.024734,4087596.893311,140951.617011,348342.550388,249.294233,5.0,5.0,166.666667,171.666667,0.0,0.0,0.0,0.0,0.0,0.0,4087596.893311,4087596.893311,4087596.893311,4087596.893311,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
3236760,10.10.10.252,42048,10.10.10.249,80,tcp,-,0.000322,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,6.9e-05,1,1,0,0,14463.117241,14463.117241,28926.234483,1.0,32,32,32,20,20,20,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.141388,69.141388,69.141388,69.141388,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.141388,69.141388,69.141388,69.141388,0.0,0.0,0.0,0.0,0.0,0.0,1152,0,1152,0,slowread,1
1761218,10.10.10.252,34413,10.10.10.249,1883,tcp,mqtt,3.558022,3429,0,OTH,T,T,0,DcAc,38,5405,0,0,-,4.753481,50,25,25,25,10.518608,5.259304,15.777911,0.5,1600,32,32,800,32,32,0,0,0,25,25,75,0,0,0,0,0.0,189.0,4498.0,89.96,90.971617,4.0,4.0,100.0,4.0,0.0,0.0,189.0,4598.0,61.306667,84.523141,1074.075699,217417.955399,4753480.911255,97009.814515,97561.936119,178449.1539,219547.03331,4751682.99675,197986.791531,12394.127263,156.164169,217417.955399,4753480.911255,64236.22853,91606.016658,967.291146,50.0,25.0,4498.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4753480.911255,4753480.911255,4753480.911255,4753480.911255,0.0,0.0,0.0,0.0,0.0,0.0,502,3759,502,3960,mqttmalaria,1
93789,10.10.10.252,59481,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,68,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
86091,10.10.10.252,40806,10.10.10.255,137,udp,dns,-,-,-,S0,T,T,0,D,1,78,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
1742194,10.10.10.252,47791,10.10.10.249,1883,tcp,mqtt,4.815190,4446,0,OTH,T,T,0,DcAc,30,4237,0,0,-,4.754228,50,25,25,25,10.516954,5.258477,15.775432,0.5,1600,32,32,800,32,32,0,0,0,25,25,75,0,0,0,0,0.0,188.0,4496.0,89.92,90.902019,4.0,4.0,100.0,4.0,0.0,0.0,188.0,4596.0,61.28,84.464379,1593.112946,217084.884644,4754228.115082,97025.063573,96905.432087,175435.066223,220752.000809,4745826.005936,197742.750247,11843.773468,218.868256,217084.884644,4754228.115082,64246.325879,91147.461729,966.718443,50.0,25.0,4496.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4754228.115082,4754228.115082,4754228.115082,4754228.115082,0.0,0.0,0.0,0.0,0.0,0.0,502,5292,502,5493,mqttmalaria,1
12635,10.10.10.252,56792,10.10.10.249,80,tcp,-,0.060661,13181,0,SH,T,T,0,ScACF,4,216,0,0,-,0.062975,6,6,2,1,95.276009,95.276009,190.552019,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13181.0,2196.833333,3428.020444,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13333.0,1111.083333,2574.739368,10.01358,37922.143936,62974.92981,12594.985962,16252.058669,48.875809,38975.954056,62976.121902,12595.22438,17620.562319,10.01358,37922.143936,63056.945801,5732.449618,12181.550734,211719.172063,6.0,6.0,13181.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,63056.945801,63056.945801,63056.945801,63056.945801,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
3227140,10.10.10.252,45722,10.10.10.249,80,tcp,-,-,-,-,OTH,T,T,0,Dc,1,95,0,0,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,20.5,28.991378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.010849,324.010849,324.010849,324.010849,0.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.010849,324.010849,324.010849,324.010849,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
2641575,::1,57810,::1,1883,tcp,-,-,-,-,OTH,T,T,0,^cC,0,0,0,0,-,0.006577,3,3,3,3,456.150517,456.150517,912.301033,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,3005.981445,3570.795059,6576.776505,3288.388252,399.383536,6468.057632,6943.941116,13411.998749,6705.999374,336.500439,3005.981445,6943.941116,24185.89592,4837.179184,1765.283205,30866.184956,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,24185.89592,24185.89592,24185.89592,24185.89592,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
1164214,241.172.222.46,7428,114.54.135.85,49648,tcp,-,-,-,-,OTH,T,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
160322,212.96.110.34,4971,180.94.132.93,29344,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
88129,10.10.10.252,50756,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,75,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
3045719,10.10.10.252,37014,10.10.10.249,80,tcp,http,0.022248,395,0,S0,T,T,0,ScAD,4,611,0,0,-,0.022199,4,3,1,1,180.187048,135.140286,315.327333,0.75,136,32,40,104,32,40,0,2,0,1,1,6,0,0,0,0,0.0,335.0,335.0,83.75,167.5,0.0,309.0,309.0,103.0,178.401233,0.0,335.0,644.0,92.0,157.299078,1033.067703,19755.125046,22199.1539,7399.717967,10701.764524,424.861908,20754.098892,21178.9608,10589.4804,14374.941328,36.001205,19755.125046,22199.1539,3699.858983,7875.886569,29010.11466,4.0,3.0,335.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,22199.1539,22199.1539,22199.1539,22199.1539,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,500,507,rudeadyet,1
1755996,10.10.10.252,40493,10.10.10.249,1883,tcp,mqtt,4.793622,4430,0,OTH,T,T,0,DcAc,50,7030,0,0,-,2.611834,11,5,5,4,4.2116,1.914364,6.125963,0.454545,352,32,32,160,32,32,2,0,0,5,4,16,0,0,0,0,0.0,182.0,719.0,65.363636,90.313092,0.0,4.0,16.0,3.2,1.788854,0.0,182.0,735.0,45.9375,79.523974,2.145767,2002836.942673,2611834.049225,261183.404922,619027.370929,193752.0504,2004564.04686,2610800.027847,652700.006962,901261.927374,2.145767,2002836.942673,2611834.049225,174122.269948,512426.738471,281.411447,5.5,2.5,359.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2611834.049225,2611834.049225,2611834.049225,2611834.049225,0.0,0.0,0.0,0.0,0.0,0.0,502,5777,502,5802,mqttmalaria,1
3140089,10.10.10.252,45500,10.10.10.249,80,tcp,-,0.002767,0,0,SH,T,T,0,^cF,1,52,0,0,-,0.023241,1,2,0,0,43.027329,86.054657,129.081986,2.0,32,32,32,64,32,32,2,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23301.124573,23301.124573,23301.124573,23301.124573,0.0,60.081482,23241.043091,23301.124573,11650.562286,16391.415148,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23301.124573,23301.124573,23301.124573,23301.124573,0.0,0.0,0.0,0.0,0.0,0.0,501,506,501,506,rudeadyet,1
2902922,10.10.10.248,32770,10.10.10.249,1883,tcp,mqtt,4.066186,30,0,OTH,T,T,0,Dc,5,290,0,0,-,4.060982,5,5,5,0,1.231229,1.231229,2.462459,1.0,160,32,32,160,32,32,0,0,0,5,0,10,0,0,0,0,6.0,6.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,3.0,3.162278,1014373.064041,1017075.061798,4060981.988907,1015245.497227,1249.084794,1014372.110367,1017096.042633,4060984.134674,1015246.033669,1261.356484,109.910965,1016965.150833,4061099.052429,451233.228048,534957.213472,7.387376,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4061099.052429,4061099.052429,4061099.052429,4061099.052429,0.0,0.0,0.0,0.0,0.0,0.0,1825,509,1825,509,normal,0
3199576,10.10.10.252,46566,10.10.10.249,80,tcp,-,2.745166,45,0,SH,T,T,0,DcAFa,3,201,1,52,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,11.0,15.556349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.145447,388.145447,388.145447,388.145447,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.145447,388.145447,388.145447,388.145447,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
70621,10.10.10.252,52598,10.10.10.249,80,tcp,-,0.060934,13111,0,SH,T,T,0,ScACF,4,216,0,0,-,0.064537,6,6,2,1,92.969855,92.969855,185.939709,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13192.0,2198.666667,3430.425435,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13344.0,1112.0,2576.616527,8.106232,38609.027863,64537.04834,12907.409668,16379.388832,46.014786,39756.059647,64563.989639,12912.797928,18169.264378,8.106232,38609.027863,64630.98526,5875.544115,12342.233208,206764.956614,6.0,6.0,13192.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,64630.98526,64630.98526,64630.98526,64630.98526,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
1484035,189.55.126.18,47033,192.129.114.63,21431,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
3240285,10.10.10.252,56418,10.10.10.249,80,tcp,-,0.000058,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,0.00024,1,1,0,0,4165.147964,4165.147964,8330.295929,1.0,32,32,32,20,20,20,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.087509,240.087509,240.087509,240.087509,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.087509,240.087509,240.087509,240.087509,0.0,0.0,0.0,0.0,0.0,0.0,1152,0,1152,0,slowread,1
87263,10.10.10.252,42874,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,68,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
1930255,10.10.10.252,41180,10.10.10.249,9292,tcp,-,0.000040,0,0,REJ,T,T,0,Sr,1,44,1,40,-,6.7e-05,1,1,0,0,14926.348754,14926.348754,29852.697509,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.995621,66.995621,66.995621,66.995621,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.995621,66.995621,66.995621,66.995621,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
76281,10.10.10.252,36544,10.10.10.249,80,tcp,-,0.062728,13132,0,SH,T,T,0,ScACF,4,216,0,0,-,0.063186,6,6,2,1,94.957849,94.957849,189.915697,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13280.0,2213.333333,3449.815454,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13432.0,1119.333333,2591.72492,9.059906,38534.879684,63185.930252,12637.18605,16560.845025,38.862228,39559.841156,63191.890717,12638.378143,17898.733967,9.059906,38534.879684,63259.840012,5750.894547,12363.920915,212578.970451,6.0,6.0,13280.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,63259.840012,63259.840012,63259.840012,63259.840012,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
2046545,10.10.10.252,33234,10.10.10.249,52461,tcp,-,0.000116,0,0,REJ,T,T,0,Sr,1,44,1,40,-,8e-05,1,1,0,0,12483.047619,12483.047619,24966.095238,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.108643,80.108643,80.108643,80.108643,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.108643,80.108643,80.108643,80.108643,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
187222,182.177.125.59,17158,27.184.49.96,13455,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
2215312,10.10.10.252,63895,10.10.10.249,35934,tcp,-,0.000109,0,0,REJ,T,T,0,Sr,1,44,1,40,-,0.000226,1,1,0,0,4424.371308,4424.371308,8848.742616,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.020813,226.020813,226.020813,226.020813,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.020813,226.020813,226.020813,226.020813,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
1799386,10.10.10.252,34891,10.10.10.249,1883,tcp,mqtt,4.844009,4480,0,OTH,T,T,0,DcAc,50,7080,0,0,-,4.91213,52,26,26,26,10.586039,5.293019,15.879058,0.5,1664,32,32,832,32,32,0,0,0,26,26,78,0,0,0,0,0.0,187.0,4636.0,89.153846,90.110038,4.0,4.0,104.0,4.0,0.0,0.0,187.0,4740.0,60.769231,83.727902,1391.887665,216453.075409,4912130.117416,96316.276812,96375.424739,180469.989777,218677.997589,4910158.157349,196406.326294,10326.018324,156.164169,216453.075409,4912130.117416,63793.897629,90618.96861,964.958152,52.0,26.0,4636.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4912130.117416,4912130.117416,4912130.117416,4912130.117416,0.0,0.0,0.0,0.0,0.0,0.0,502,1263,502,1473,mqttmalaria,1
2289151,10.10.10.247,5683,10.10.10.249,5683,udp,-,0.002208,100,0,S0,T,T,0,Dc,3,184,0,0,-,0.003276,3,3,3,3,915.7869,915.7869,1831.573799,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,1132.011414,2143.859863,3275.871277,1637.935638,715.4849,6582.021713,6930.112839,13512.134552,6756.067276,246.137595,1132.011414,9557.008743,26345.014572,5269.002914,3526.737738,61968.24687,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,26345.014572,26345.014572,26345.014572,26345.014572,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
